title,description,datePublished,citation,keywords,license,funder,geographicDescription,northBoundCoord,eastBoundCoord,southBoundCoord,westBoundCoord,wktString,startDate,endDate
"Location data of 53 public waste skips in Malawi, Blantyre.",NA,2022-04-19,NA,"solid waste, recycling",CC-BY,NA,"Blantyre, Malawi",35.10533,-15.73036,34.97999,-15.89294,NA,2022-04-19,2022-04-19
