fileName,name,contentUrl,encodingFormat
public-waste-skips-blantyre-malawi.csv,"Location data of 53 public waste skips in Malawi, Blantyre.",https://github.com/Global-Health-Engineering/data-public-waste-skips-blantyre/blob/main/data/derived_data/public-waste-skips-blantyre-malawi.csv,CSV
